slice_path,target,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_33.h5,1,41,33,418,36,236,0.9880208333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_34.h5,1,41,34,446,48,271,0.98671875
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_35.h5,1,41,35,500,87,294,0.9847048611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_36.h5,1,41,36,544,137,301,0.9829513888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_37.h5,1,41,37,552,214,324,0.9810763888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_38.h5,1,41,38,600,285,310,0.9792534722222224
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_39.h5,1,41,39,622,364,322,0.9772916666666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_40.h5,1,41,40,643,509,336,0.9741666666666666
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_41.h5,1,41,41,659,648,388,0.9705729166666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_42.h5,1,41,42,656,775,430,0.9676909722222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_43.h5,1,41,43,674,911,460,0.9644965277777776
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_44.h5,1,41,44,713,1008,456,0.9622048611111113
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_45.h5,1,41,45,749,1104,470,0.9596701388888887
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_46.h5,1,41,46,769,1175,460,0.9582638888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_47.h5,1,41,47,784,1244,457,0.9568576388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_48.h5,1,41,48,801,1321,417,0.9559201388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_49.h5,1,41,49,761,1340,455,0.955625
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_50.h5,1,41,50,742,1367,464,0.9553298611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_51.h5,1,41,51,730,1376,459,0.95546875
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_52.h5,1,41,52,732,1397,449,0.9552430555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_53.h5,1,41,53,708,1370,476,0.9556597222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_54.h5,1,41,54,654,1317,517,0.9568055555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_55.h5,1,41,55,593,1282,537,0.958125
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_56.h5,1,41,56,521,1225,565,0.9598784722222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_57.h5,1,41,57,441,1197,610,0.9609722222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_58.h5,1,41,58,392,1232,599,0.96140625
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_59.h5,1,41,59,324,1280,573,0.9622048611111113
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_60.h5,1,41,60,248,1325,547,0.9631944444444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_61.h5,1,41,61,215,1353,482,0.9644097222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_62.h5,1,41,62,182,1409,387,0.9656597222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_63.h5,1,41,63,118,1471,311,0.9670138888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_64.h5,1,41,64,85,1463,274,0.9683680555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_65.h5,1,41,65,68,1479,230,0.9691493055555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_66.h5,1,41,66,67,1428,168,0.9711284722222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_67.h5,1,41,67,48,1232,116,0.9757638888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_68.h5,1,41,68,34,1152,20,0.9790625
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_69.h5,1,41,69,7,1094,0,0.9808854166666666
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_70.h5,1,41,70,1,1046,0,0.9818229166666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_71.h5,1,41,71,0,1012,0,0.9824305555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_72.h5,1,41,72,0,1022,0,0.9822569444444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_73.h5,1,41,73,0,1122,0,0.9805208333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_74.h5,1,41,74,0,1247,0,0.9783506944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_75.h5,1,41,75,0,1319,0,0.9771006944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_76.h5,1,41,76,0,1332,0,0.976875
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_77.h5,1,41,77,0,1306,0,0.9773263888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_78.h5,1,41,78,0,1257,0,0.9781770833333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_79.h5,1,41,79,0,1176,0,0.9795833333333334
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_80.h5,1,41,80,0,1096,0,0.9809722222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_81.h5,1,41,81,0,1054,0,0.9817013888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_82.h5,1,41,82,0,1013,0,0.9824131944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_83.h5,1,41,83,0,1016,0,0.9823611111111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_84.h5,1,41,84,0,1024,0,0.9822222222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_85.h5,1,41,85,0,994,0,0.9827430555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_86.h5,1,41,86,0,960,0,0.9833333333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_87.h5,1,41,87,0,958,0,0.9833680555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_88.h5,1,41,88,0,946,0,0.9835763888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_89.h5,1,41,89,0,889,0,0.9845659722222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_90.h5,1,41,90,0,832,0,0.9855555555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_91.h5,1,41,91,0,752,0,0.9869444444444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_92.h5,1,41,92,0,678,0,0.9882291666666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_93.h5,1,41,93,0,628,0,0.9890972222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_94.h5,1,41,94,0,623,0,0.9891840277777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_95.h5,1,41,95,0,591,0,0.9897395833333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_96.h5,1,41,96,0,570,0,0.9901041666666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_97.h5,1,41,97,0,514,0,0.9910763888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_98.h5,1,41,98,0,479,0,0.9916840277777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_99.h5,1,41,99,0,440,0,0.9923611111111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_100.h5,1,41,100,0,377,0,0.9934548611111113
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_101.h5,1,41,101,0,330,0,0.9942708333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_102.h5,1,41,102,0,275,0,0.9952256944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_103.h5,1,41,103,0,229,0,0.9960243055555555
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_104.h5,1,41,104,0,173,0,0.9969965277777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_105.h5,1,41,105,0,91,0,0.9984201388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_106.h5,1,41,106,0,35,0,0.9993923611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_107.h5,1,41,107,0,8,0,0.9998611111111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_108.h5,0,41,108,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_109.h5,0,41,109,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_110.h5,0,41,110,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_111.h5,0,41,111,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_112.h5,0,41,112,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_113.h5,0,41,113,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_114.h5,0,41,114,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_115.h5,0,41,115,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_116.h5,0,41,116,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_117.h5,0,41,117,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_118.h5,0,41,118,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_119.h5,0,41,119,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_120.h5,0,41,120,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_121.h5,0,41,121,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_122.h5,0,41,122,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_123.h5,0,41,123,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_124.h5,0,41,124,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_125.h5,0,41,125,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_126.h5,0,41,126,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_127.h5,0,41,127,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_128.h5,0,41,128,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_129.h5,0,41,129,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_130.h5,0,41,130,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_131.h5,0,41,131,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_132.h5,0,41,132,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_133.h5,0,41,133,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_134.h5,0,41,134,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_135.h5,0,41,135,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_136.h5,0,41,136,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_137.h5,0,41,137,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_138.h5,0,41,138,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_139.h5,0,41,139,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_140.h5,0,41,140,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_141.h5,0,41,141,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_142.h5,0,41,142,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_143.h5,0,41,143,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_144.h5,0,41,144,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_145.h5,0,41,145,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_146.h5,0,41,146,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_147.h5,0,41,147,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_148.h5,0,41,148,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_149.h5,0,41,149,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_150.h5,0,41,150,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_151.h5,0,41,151,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_152.h5,0,41,152,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_153.h5,0,41,153,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_41_slice_154.h5,0,41,154,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_0.h5,0,185,0,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_1.h5,0,185,1,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_2.h5,0,185,2,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_3.h5,0,185,3,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_4.h5,0,185,4,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_5.h5,0,185,5,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_6.h5,0,185,6,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_7.h5,0,185,7,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_8.h5,0,185,8,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_9.h5,0,185,9,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_10.h5,0,185,10,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_11.h5,0,185,11,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_12.h5,0,185,12,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_13.h5,0,185,13,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_14.h5,0,185,14,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_15.h5,0,185,15,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_16.h5,0,185,16,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_17.h5,0,185,17,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_18.h5,0,185,18,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_19.h5,0,185,19,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_20.h5,0,185,20,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_21.h5,0,185,21,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_22.h5,0,185,22,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_23.h5,0,185,23,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_24.h5,0,185,24,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_25.h5,0,185,25,0,0,0,1.0
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_26.h5,1,185,26,0,1,0,0.9999826388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_27.h5,1,185,27,0,35,0,0.9993923611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_28.h5,1,185,28,0,42,0,0.9992708333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_29.h5,1,185,29,0,56,0,0.9990277777777776
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_30.h5,1,185,30,0,52,0,0.9990972222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_31.h5,1,185,31,0,95,0,0.9983506944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_32.h5,1,185,32,3,128,2,0.9976909722222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_33.h5,1,185,33,21,125,38,0.9968055555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_34.h5,1,185,34,24,116,129,0.9953298611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_35.h5,1,185,35,36,101,288,0.9926215277777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_36.h5,1,185,36,19,133,429,0.9899131944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_37.h5,1,185,37,36,158,493,0.9880729166666666
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_38.h5,1,185,38,137,193,510,0.9854166666666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_39.h5,1,185,39,244,245,502,0.9827951388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_40.h5,1,185,40,401,257,528,0.9794097222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_41.h5,1,185,41,476,294,589,0.97640625
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_42.h5,1,185,42,501,388,667,0.9729861111111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_43.h5,1,185,43,533,555,735,0.9683506944444444
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_44.h5,1,185,44,520,722,747,0.96546875
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_45.h5,1,185,45,564,897,811,0.9605555555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_46.h5,1,185,46,612,1010,794,0.9580555555555555
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_47.h5,1,185,47,575,1105,832,0.9563888888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_48.h5,1,185,48,665,1030,847,0.9558680555555557
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_49.h5,1,185,49,573,988,963,0.9561805555555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_50.h5,1,185,50,542,902,1010,0.9573958333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_51.h5,1,185,51,526,824,1042,0.9584722222222222
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_52.h5,1,185,52,564,748,1010,0.9596875
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_53.h5,1,185,53,622,694,933,0.9609548611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_54.h5,1,185,54,706,667,816,0.9619965277777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_55.h5,1,185,55,670,680,757,0.9634201388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_56.h5,1,185,56,659,702,679,0.9645833333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_57.h5,1,185,57,627,744,591,0.9659375
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_58.h5,1,185,58,593,732,566,0.9671701388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_59.h5,1,185,59,557,711,499,0.9693229166666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_60.h5,1,185,60,464,660,484,0.9720833333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_61.h5,1,185,61,388,609,503,0.9739583333333334
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_62.h5,1,185,62,340,577,490,0.9755729166666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_63.h5,1,185,63,292,602,476,0.9762152777777776
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_64.h5,1,185,64,239,558,456,0.9782465277777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_65.h5,1,185,65,240,522,407,0.9797048611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_66.h5,1,185,66,193,571,340,0.9808333333333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_67.h5,1,185,67,74,639,313,0.9821875
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_68.h5,1,185,68,67,568,296,0.9838368055555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_69.h5,1,185,69,78,569,209,0.9851388888888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_70.h5,1,185,70,63,580,152,0.9861979166666668
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_71.h5,1,185,71,53,670,158,0.9847048611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_72.h5,1,185,72,101,580,216,0.9844270833333332
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_73.h5,1,185,73,72,584,221,0.9847743055555556
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_74.h5,1,185,74,41,614,229,0.9846527777777778
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_75.h5,1,185,75,84,615,200,0.9843923611111112
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_76.h5,1,185,76,97,579,243,0.9840451388888888
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_77.h5,1,185,77,105,509,304,0.9840625
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_78.h5,1,185,78,135,454,323,0.9841666666666666
../input/brats2020-training-data/BraTS2020_training_data/content/data/volume_185_slice_79.h5,1,185,79,156,401,350,0.9842534722222224
